,facility_id,facility_name,facility_type,capacity_type,capacity_count,region,license_issue_date,inspection_date,gps_location,remarks
8348,HF-6439,Marsh-Eaton Polyclinic (werdnA),community health centre,unknown,unknown,St. Andrew,2018-08-21 00:00:00,unknown,POINT(-59.24864 13.18241),unknown
8351,#6442,Pugh-PLC,clinic,cot,284,St. George,2023-02-10 00:00:00,2020-02-15 00:00:00,"-59.10201, 12.95287",unknown
8352,HF-6443,Martinez-Simon Hospital,hospital,unknown,477,St. Michael,2019-08-21 00:00:00,2025-11-18 00:00:00,-58.74970;13.08914,Reinspection due
8353,06444,Martin-Mcdonald Hosp.,hospital,bed,10,St. James,2018-09-21 00:00:00,2025-07-31 00:00:00,POINT(-58.70331 13.28342),Loved it
8355,6445,Wilson Group Hospital,community health centre,bed,10,St. John,2023-06-30 00:00:00,2020-12-15 00:00:00,POINT(-58.83096 13.10652),Needs upgrade
8356,HF-6446,Wright-Pugh Medical Center,community health centre,unknown,489,St. Joseph,2018-08-05 00:00:00,2018-04-25 00:00:00,POINT(-58.89921 13.04593),unknown
8357,#6447,Newton LLC Health Centre,community health centre,unknown,222,St. George,2017-03-24 00:00:00,2018-05-29 00:00:00,"12.76244, -58.89741",Reinspection due
8358,6448,Kim LLC Health Centre,unknown,unknown,unknown,St. Jospeh,2016-03-19 00:00:00,2020-06-29 00:00:00,13°14′20″N 59°4′45″W,Loved it
8359,6449,"Weiss, Gomez and Galvan Health Centre",hospital,bed,29,St. John,2024-06-07 00:00:00,2025-05-28 00:00:00,unknown,unknown
8360,6450,Gill LLC Health Centre,clinic,bed,432,St. James,2024-10-04 00:00:00,2018-06-17 00:00:00,-58.76390;12.93231,Needs upgrade
8361,06451,Parker-Schultz Hosp.,polyclinic,bed,121,St. Lucy,2022-08-13 00:00:00,2020-03-31 00:00:00,-59.18827;13.10552,Follow-up 2023
8363,06452,Dalton PLC✨,community health centre,unknown,unknown,St. George,2025-07-31 00:00:00,2019-06-05 00:00:00,12°49′5″N 58°50′36″W,Follow-up 2023
8364,HF-6453,"Price, Williams and Perez (St.)",clinic,bed,137,St. Andrew,2025-12-19 00:00:00,2025-01-08 00:00:00,12°52′38″N 59°2′55″W,unknown
8366,06455,Diaz-Turner Medical Center (St.),community health centre,unknown,unknown,St. John,2021-05-03 00:00:00,2025-12-15 00:00:00,"-59.23910, 13.27469",unknown
8368,6457,Elliott Inc Medical Center (St.),community health centre,unknown,unknown,St. Jospeh,2019-05-22 00:00:00,2019-01-02 00:00:00,unknown,Loved it
8370,06458,"Rodriguez,-Miles-and-Roberts Medical Center",polyclinic,unknown,278,St. Andrew,2017-02-22 00:00:00,2022-02-10 00:00:00,POINT(-58.89325 12.70341),Needs upgrade
8372,#6460,Mahoney LLC Hospital (leahciM),clinic,bed,113,St. Michael,2022-07-02 00:00:00,2020-08-07 00:00:00,POINT(-59.09783 13.07835),Good
8375,1fa297,Carter-Sutton Clinic,polyclinic,bed,10,St. John,2022-08-17 00:00:00,2023-01-23 00:00:00,13°8′53″N 58°58′45″W, 
8376,5cde85,Taylor and Sons (St.Andrew),community health centre,unknown,22,St. Andrew,2024-10-24 00:00:00,2019-05-02 00:00:00,"-58.76851, 12.98759",unknown
8378,6464,"Watson, Hinton and Harris (St.)",clinic,unknown,37,St. Jospeh,2022-09-07 00:00:00,2024-10-11 00:00:00,-58.86178;13.25927,Reinspection due
8380,HF-6465,Lawson-Douglas 🏥,hospital,bed,302,St. James,2017-02-26 00:00:00,2022-12-05 00:00:00,13°14′40″N 58°49′18″W,unknown
8381,#6466,Nixon PLC Hospital,clinic,bed,174,St. George,2016-02-23 00:00:00,2024-06-12 00:00:00,"13.22972, -59.25380",Good
8382,#6467,Weaver-Jones (St.),hospital,unknown,498,St. James,2022-08-29 00:00:00,2020-01-12 00:00:00,unknown,Reinspection due
8383,HF-6468,Morris Group Polyclinic,polyclinic,unknown,219,St. Andrew,2019-03-26 00:00:00,2020-09-22 00:00:00,"-58.76590, 13.27134",Follow-up 2023
8385,6470,Osborne Group (ST.),polyclinic,unknown,unknown,St. James,2017-04-04 00:00:00,2020-02-11 00:00:00,"12.91426, -59.06797",Good
8388,#6472,Dixon-Inc Hospital (semaJ),clinic,unknown,unknown,St. James,2017-06-02 00:00:00,2023-01-07 00:00:00,12°53′26″N 59°10′27″W,Reinspection due
8392,06474,Martin-Bean Clinic,community health centre,bed,8,St. Joseph,2020-09-08 00:00:00,2024-08-08 00:00:00,-59.15615;12.70653,Reinspection due
8394,6475,Howell-Conley Infirmary (St.),community health centre,unknown,unknown,St. John,2017-05-22 00:00:00,2025-07-09 00:00:00,POINT(-58.92968 13.12382),unknown
8395,6476,Weaver PLC Hospital (ST.),community health centre,unknown,467,St. Peter,2024-05-01 00:00:00,2021-09-02 00:00:00,unknown,unknown
8396,6477,Charles Ltd Health Centre,community health centre,bed,1,St. George,2024-12-12 00:00:00,2020-11-15 00:00:00,"13.19465, -59.07037",Needs upgrade
8398,06478,Wells-Irwin Hospital,polyclinic,cot,439,St. Lucy,2018-12-23 00:00:00,2021-06-13 00:00:00,"-59.29050, 12.87905",Needs upgrade
8399,#6479,Dunn LLC Health Centre (St.),community health centre,unknown,unknown,St. Michael,2021-10-03 00:00:00,2023-01-03 00:00:00,POINT(-59.17779 12.91983),none
8400,cf256d,Griffin-Vaughn Hospital (St),hospital,bed,84,St. James,2024-05-27 00:00:00,2019-08-21 00:00:00,"-59.03339, 13.02371",unknown
8404,f01f88,"Shelton, Benton and Stevens Polyclinic",community health centre,unknown,429,St. John,2022-12-02 00:00:00,2022-05-17 00:00:00,"12.91226, -58.71690",none
8407,e7c2dc,"Castillo, Irwin and Gardner (st.)",polyclinic,unknown,unknown,St. Andrew,2018-01-01 00:00:00,2023-04-12 00:00:00,-59.25433;12.73966,Follow-up 2023
8410,06486,Mueller-Miller (St),community health centre,unknown,287,St. Michael,2023-04-05 00:00:00,2020-11-28 00:00:00,13°5′13″N 58°49′6″W, 
8413,6488,Huynh PLC (st.),community health centre,bed,10,St. George,2020-05-08 00:00:00,2019-12-05 00:00:00,POINT(-58.86084 13.21836),Follow-up 2023
8414,6489,"Wilson, Campbell and Harris Clinic",unknown,unknown,unknown,St. John,2019-01-27 00:00:00,2025-08-28 00:00:00,POINT(-59.06069 13.10405),unknown
8415,6490,Byrd-Stevens Medical Center,community health centre,bed,10,St. James,2024-12-14 00:00:00,2025-02-10 00:00:00,-58.99581;12.84942,none
8421,6494,Sullivan and Sons Health Centre (St.),unknown,bed,285,St. James,2019-06-03 00:00:00,2024-06-27 00:00:00,-59.22732;12.97120,Loved it
8422,6495,"Martin,-Kim-and-Tucker Polyclinic (ST.)",polyclinic,unknown,138,St. Lucy,2025-09-27 00:00:00,unknown,-59.05768;12.87494,unknown
8425,HF-6497,"Sanchez, Morales and Hatfield Clinic (ST.)",clinic,unknown,14,St. Lucy,2022-01-11 00:00:00,2025-10-27 00:00:00,POINT(-59.07029 13.00563), 
8426,6498,"Stafford, Garcia and Roman
NewLine",community health centre,cot,110,St. John,2024-02-20 00:00:00,2024-06-06 00:00:00,POINT(-58.98862 12.82086),Loved it
8429,2a737c,"Maldonado,-Parker-and-Murphy Polyclinic©",community health centre,bed,10,St. Andrew,2020-01-09 00:00:00,2018-11-13 00:00:00,"-58.99914, 13.06328",unknown
8433,HF-6504,Gordon-Harmon 🏥,hospital,unknown,251,St. Michael,2022-01-02 00:00:00,2018-06-05 00:00:00,POINT(-58.72758 12.95166),unknown
8435,06505,Garcia Inc (St.),community health centre,bed,209,St. James,2021-04-06 00:00:00,2023-04-17 00:00:00,-58.72767;12.71664, 
8437,6507,Lee-Holloway Infirmary,hospital,unknown,unknown,St. Jospeh,2018-06-25 00:00:00,2025-07-31 00:00:00,unknown,Loved it
8440,06510,Harris LLC Medical Center,polyclinic,bed,10,St. Michael,2022-09-07 00:00:00,2024-05-30 00:00:00,POINT(-59.01892 13.00551),Good
8441,06511,Wright-Blair 🏥,community health centre,unknown,unknown,St. Jospeh,2017-08-12 00:00:00,2025-11-30 00:00:00,unknown,none
8446,#6515,Thomas LLC 🏥 (st.),community health centre,unknown,unknown,St. Michael,2017-05-28 00:00:00,2025-08-01 00:00:00,unknown,Reinspection due
8447,b80201,Thornton and Sons (St.),community health centre,unknown,unknown,St. Lucy,2019-04-13 00:00:00,2021-03-30 00:00:00,13°6′7″N 59°15′0″W,Loved it
8448,#6517,Reed LLC 🏥 (CHRIST)💊,hospital,bed,10,Christ Church,2021-03-11 00:00:00,2018-09-10 00:00:00,"13.19837, -59.06330",none
8454,6504f8,Murphy-Reed Infirmary (egroeG),community health centre,cot,142,St. George,2017-05-01 00:00:00,2021-08-10 00:00:00,"-58.78592, 12.79790", 
8459,ce5953,"Richards, Andrews and Gutierrez Health Centre",clinic,bed,10,St. Peter,2024-05-20 00:00:00,2024-11-09 00:00:00,unknown,Good
8460,06527,Porter-Gay Clinic (St.),community health centre,bed,275,St. James,2025-10-08 00:00:00,2021-11-09 00:00:00,"12.97418, -59.15962", 
8461,06528,"Dean, Jackson and Parker Polyclinic (Christ)©",polyclinic,unknown,unknown,Christ Church,2020-04-25 00:00:00,2022-07-28 00:00:00,-58.75354;12.89744,Good
8463,1b5fa0,Parker and Sons Clinic (St.Andrew),community health centre,bed,162,St. Andrew,2022-07-16 00:00:00,2022-03-08 00:00:00,POINT(-59.27474 12.70875), 
8466,06532,Hamilton-Nunez Polyclinic (St),unknown,unknown,unknown,St. Jospeh,2020-11-07 00:00:00,2025-05-30 00:00:00,unknown,Follow-up 2023
8468,HF-6533,"Gonzalez, Jackson and Dennis Clinic©",polyclinic,bed,81,St. Lucy,2018-06-26 00:00:00,2019-09-20 00:00:00,unknown,Good
8469,6534,Summers-Ltd Hosp.,unknown,cot,203,St. Michael,2022-11-07 00:00:00,2020-04-23 00:00:00,"13.16431, -58.78525",Follow-up 2023
8470,06535,Thompson PLC,unknown,unknown,293,St. Peter,2018-05-27 00:00:00,2022-12-28 00:00:00,unknown,unknown
8471,06536,Fisher LLC Infirmary (st.),community health centre,bed,75,St. Jospeh,2018-05-28 00:00:00,2023-02-10 00:00:00,-59.21977;13.26253,unknown
8475,06539,"Oconnor, Little and English",community health centre,unknown,489,St. Andrew,2018-09-16 00:00:00,2022-02-10 00:00:00,"13.12026, -58.71015",Loved it
8477,#6540,"Ramirez, Fischer and Chavez (st.)",hospital,bed,437,St. John,2018-09-10 00:00:00,2022-09-08 00:00:00,-59.27551;13.20421,Loved it
8478,HF-6541,Ibarra-Group,community health centre,unknown,unknown,St. Andrew,2016-04-02 00:00:00,2019-06-08 00:00:00,unknown,unknown
8479,6542,Ellis-Gomez Hospital (St.Joseph),polyclinic,unknown,300,St. Jospeh,2020-10-24 00:00:00,2020-11-20 00:00:00,12°55′36″N 59°0′15″W,Follow-up 2023
8481,#6544,Davis-Larson Polyclinic,polyclinic,bed,10,St. John,2021-12-08 00:00:00,2023-05-20 00:00:00,POINT(-59.01374 12.97376),Needs upgrade
8482,6545,George and Sons Hosp.,community health centre,bed,10,St. George,2022-09-01 00:00:00,2025-08-08 00:00:00,-58.87234;12.97119,Reinspection due
8484,d8a824,Walsh LLC 🏥,polyclinic,unknown,unknown,St. James,2024-02-19 00:00:00,2024-11-29 00:00:00,"12.77557, -58.90492",unknown
8486,06548,"Martinez,-Cook-and-Stevens",polyclinic,unknown,unknown,St. George,2019-08-10 00:00:00,2025-08-16 00:00:00,POINT(-59.00094 12.82440),Loved it
8488,#6549,"Nunez, Lopez and Wheeler Hospital💊",unknown,bed,10,Christ Church,2021-09-29 00:00:00,2020-01-30 00:00:00,unknown,unknown
8491,6551,Brennan and Sons 🏥,hospital,unknown,97,St. Andrew,2020-11-24 00:00:00,2021-06-08 00:00:00,POINT(-59.15359 12.79777),unknown
8492,3f4848,"Walker, Anderson and Tate (St.Peter)©",community health centre,unknown,unknown,St. Peter,2024-05-04 00:00:00,2025-06-01 00:00:00,13°10′9″N 59°17′55″W,Loved it
8493,715311,Meyer LLC Hosp. (St),community health centre,unknown,160,St. George,2022-07-27 00:00:00,2021-12-10 00:00:00,"-58.85343, 13.27807",Follow-up 2023
8496,06555,Bass-Porter Hosp. (ST.)💊,unknown,bed,47,St. Michael,2022-09-12 00:00:00,2019-03-27 00:00:00,13°9′12″N 59°1′50″W, 
8499,6961d6,Mccann Ltd Hosp.,community health centre,bed,411,St. Peter,2025-08-30 00:00:00,2018-01-03 00:00:00,"-59.07411, 13.08691",Reinspection due
8501,HF-6559,Marquez-Cole Infirmary (st.)✨,community health centre,bed,73,St. Lucy,2016-09-14 00:00:00,2021-09-01 00:00:00,-58.76196;12.85802,unknown
8504,7393fd,"Bass, Hall and Cline Hospital",clinic,bed,10,St. James,2023-08-14 00:00:00,2023-07-13 00:00:00,-58.77984;12.87761, 
8505,HF-6563,Peterson Inc Hosp.,hospital,unknown,373,St. Andrew,2025-12-22 00:00:00,2022-01-29 00:00:00,-58.82955;13.13530,Follow-up 2023
8506,3f9bc3,Thomas-LLC (st.),hospital,cot,125,St. James,2025-06-11 00:00:00,2021-05-20 00:00:00,"-58.77578, 13.17387",Loved it
8508,06565,"Young,-Rios-and-Reyes Hospital (st.)",community health centre,unknown,unknown,St. Andrew,2023-07-14 00:00:00,2024-04-17 00:00:00,"-59.12325, 12.85479",unknown
8511,HF-6567,"Wilkins, Wright and Woods Clinic",community health centre,bed,109,St. James,2025-01-09 00:00:00,2021-03-29 00:00:00,12°42′0″N 59°6′56″W,Loved it
8513,06568,Reynolds-Webb Infirmary✨,polyclinic,unknown,459,St. Jospeh,2019-04-04 00:00:00,2024-11-09 00:00:00,"13.01461, -58.89039",Needs upgrade
8514,06569,"Patterson, Adams and Blevins (St.Lucy)",community health centre,bed,78,St. Lucy,2020-10-14 00:00:00,2020-07-27 00:00:00,12°51′0″N 58°59′34″W, 
8516,HF-6570,"Williams,-Alvarez-and-Simpson Clinic",community health centre,unknown,unknown,St. Andrew,2019-11-24 00:00:00,2020-05-03 00:00:00,-59.05771;13.22286,unknown
8518,82ccf6,"Mcguire, Estrada and Bell Infirmary (Christ)✨",polyclinic,bed,10,Christ Church,2022-03-12 00:00:00,2019-09-10 00:00:00,"-59.08936, 13.25708",Reinspection due
8520,06572,Vaughan-LLC Clinic (ST.),polyclinic,bed,269,St. Jospeh,2018-03-02 00:00:00,2021-03-04 00:00:00,POINT(-58.82462 12.79984), 
8524,HF-6576,"Richardson, Serrano and Newman 🏥",community health centre,unknown,unknown,St. Jospeh,2023-05-20 00:00:00,2024-07-31 00:00:00,"13.27005, -58.71501",Reinspection due
8526,a2d1b0,"Mcdonald,-Chase-and-Smith (ST.)",polyclinic,bed,10,St. Lucy,2020-04-25 00:00:00,2024-01-16 00:00:00,"12.82024, -58.98079",unknown
8528,06579,"Davis, Jackson and Vasquez 🏥",community health centre,bed,290,St. George,2019-10-06 00:00:00,2018-05-08 00:00:00,unknown,Good
8531,6581,"Gardner,-Barnes-and-Mccormick Polyclinic (St.)",community health centre,unknown,307,St. Michael,2020-08-02 00:00:00,2021-03-31 00:00:00,"13.10952, -58.90789",unknown
8532,6582,Hernandez-Cooper 🏥 (St.),unknown,cot,481,St. James,2018-04-27 00:00:00,2018-09-14 00:00:00,POINT(-58.78193 13.18749),Good
8535,#6584,Torres-Gonzalez 🏥,community health centre,bed,442,St. Peter,2019-08-20 00:00:00,2018-07-17 00:00:00,unknown, 
8537,94a1a3,"Jones, Clarke and Kelly 🏥 (hcruhC)",polyclinic,unknown,357,Christ Church,2025-08-15 00:00:00,2024-04-15 00:00:00,-59.23410;12.80707,Reinspection due
8539,06586,Nielsen PLC Infirmary,community health centre,unknown,unknown,St. James,2022-10-27 00:00:00,2025-06-21 00:00:00,"-58.78212, 12.75180",Good
8541,HF-6587,Galvan-Hart Clinic (werdnA),unknown,unknown,100,St. Andrew,2021-05-04 00:00:00,2018-05-18 00:00:00,"-58.94817, 13.05551", 
8542,#6588,Joseph-Ramirez 🏥 (ST.),hospital,unknown,unknown,St. Peter,2024-07-03 00:00:00,2021-08-28 00:00:00,13°9′41″N 58°54′12″W,unknown
8544,6589,Lewis Ltd Medical Center💊,community health centre,bed,265,St. Andrew,2020-09-12 00:00:00,2021-11-09 00:00:00,"-59.26397, 13.07059",Good
8545,06590,Hunt-Shelton Clinic,community health centre,unknown,unknown,St. Jospeh,2024-12-29 00:00:00,2021-10-10 00:00:00,-58.81615;13.18546,Reinspection due
8546,c77b3c,Stone Group Health Centre (st.),polyclinic,bed,403,St. Jospeh,2022-09-10 00:00:00,2020-07-04 00:00:00,"12.92932, -59.02226",unknown
8550,#6594,"Barnes,-Martinez-and-Moore Polyclinic",hospital,cot,79,St. Lucy,2024-05-28 00:00:00,2021-12-05 00:00:00,"13.11562, -59.24961",Loved it
8551,HF-6595,Williams Group Hosp. (St.),hospital,unknown,unknown,St. Andrew,2018-12-15 00:00:00,2024-11-26 00:00:00,POINT(-59.10771 12.87458), 
8555,HF-6598,Roy-Williams Medical Center,unknown,unknown,unknown,St. Peter,2020-07-24 00:00:00,2023-04-04 00:00:00,POINT(-58.88719 13.20873),Good
8556,HF-6599,"Phillips, Luna and Moss Polyclinic✨",clinic,unknown,unknown,St. Jospeh,2022-07-02 00:00:00,2025-04-11 00:00:00,POINT(-58.93011 12.93315),none
8560,6602,"Johnson, Farrell and Jones Medical Center",unknown,unknown,unknown,St. Andrew,2025-08-18 00:00:00,2020-03-26 00:00:00,-58.85957;13.13414,unknown
8561,06603,"Warner, Lowery and Collins Hosp. (st.)",community health centre,cot,144,St. Andrew,2024-03-02 00:00:00,2025-06-02 00:00:00,-59.15093;12.83486,Reinspection due
8562,048e32,Webster Inc Infirmary,hospital,bed,197,St. Lucy,2025-06-15 00:00:00,unknown,"-58.77815, 12.78345",Good
8565,#6606,Barrett Ltd Health Centre (ST.)©,hospital,unknown,unknown,St. Michael,2022-05-01 00:00:00,2019-08-09 00:00:00,"12.77898, -59.18000",Follow-up 2023
8566,#6607,Mills Ltd💊,clinic,bed,322,St. George,2021-01-05 00:00:00,2022-04-14 00:00:00,unknown,Follow-up 2023
8567,06608,Barber-Diaz Clinic,hospital,bed,10,St. George,2024-11-07 00:00:00,2021-09-07 00:00:00,"12.72168, -59.01962", 
8568,06609,"Watkins,-Jones-and-Taylor (St.)",community health centre,unknown,unknown,St. Jospeh,2025-06-30 00:00:00,2020-12-23 00:00:00,"-58.81635, 12.95060",none
8569,HF-6610,Price-Anderson Medical Center,clinic,unknown,unknown,Christ Church,2020-01-09 00:00:00,2018-11-19 00:00:00,-58.73235;12.86601,Good
8571,6612,Washington-Anderson Hosp.,community health centre,unknown,264,St. George,2018-02-18 00:00:00,2024-08-21 00:00:00,unknown,unknown
8572,6613,Lamb-Diaz Infirmary (ST.),hospital,unknown,unknown,St. George,2021-02-20 00:00:00,2022-05-02 00:00:00,"-58.89184, 13.16867",unknown
8573,#6614,"Walters, Brown and Bryan Infirmary",polyclinic,unknown,127,St. James,2017-07-23 00:00:00,2020-12-19 00:00:00,13°3′50″N 59°15′8″W,Reinspection due
8574,d2cc60,Roth-Acosta Health Centre,polyclinic,unknown,313,St. Jospeh,2025-03-24 00:00:00,2022-08-29 00:00:00,-59.19027;12.95012,Needs upgrade
8578,2e419b,"Blair, Simmons and Castaneda Medical Center",community health centre,unknown,415,St. George,2019-07-21 00:00:00,2019-04-07 00:00:00,-58.92636;13.11939,Needs upgrade
8579,#6618,Campbell-Gibbs Medical Center (St.Lucy),community health centre,unknown,unknown,St. Lucy,2022-01-16 00:00:00,2022-10-26 00:00:00,POINT(-58.73109 13.08613),unknown
8581,#6620,Gray-Marshall Hospital,community health centre,unknown,178,St. Peter,2024-01-02 00:00:00,2019-01-22 00:00:00,unknown, 
8582,06621,"Best, Bates and Gordon (St)",community health centre,unknown,unknown,St. Peter,2020-02-09 00:00:00,2018-10-05 00:00:00,12°45′35″N 58°54′14″W,Loved it
8584,HF-6622,"Davis,-Copeland-and-Franklin Infirmary (st.)",community health centre,unknown,185,St. Jospeh,2018-02-20 00:00:00,2025-03-03 00:00:00,"12.77028, -58.75991",Follow-up 2023
8586,HF-6623,Mcdowell-Hernandez Hosp.,community health centre,bed,434,St. Michael,2016-10-08 00:00:00,2025-10-24 00:00:00,unknown,Follow-up 2023
8587,06624,"Harris,-Shannon-and-Hopkins Infirmary",community health centre,bed,10,St. John,2018-08-14 00:00:00,2025-07-31 00:00:00,-59.17940;13.04977,Loved it
8590,6626,Jones-Matthews,clinic,unknown,315,St. James,2021-11-01 00:00:00,2021-01-14 00:00:00,"13.15424, -58.95570",Reinspection due
8592,6627,Mills-Taylor Health Centre,community health centre,cot,60,St. John,2019-11-20 00:00:00,2025-10-15 00:00:00,POINT(-59.26228 12.85388),Follow-up 2023
8593,06628,"Forbes, Zimmerman and Payne Infirmary (St.)",clinic,bed,337,St. James,2022-09-13 00:00:00,2024-05-20 00:00:00,unknown,Reinspection due
8595,06629,"Stewart, Oconnor and Lopez Clinic",clinic,bed,359,St. John,2016-04-18 00:00:00,2023-12-31 00:00:00,"-59.16087, 13.25459",Reinspection due
8596,06630,"Trevino, Zuniga and Hamilton Clinic (ChristChurch)",clinic,unknown,430,Christ Church,2025-12-16 00:00:00,2020-09-24 00:00:00,unknown,Follow-up 2023
8598,#6631,Daniel-Martinez Clinic,community health centre,unknown,unknown,St. John,2018-12-23 00:00:00,2020-04-18 00:00:00,-59.25978;13.14086,Follow-up 2023
8599,6631,Daniel-Martinez Clin.,community health centre,unknown,unknown,St. John,2018-12-23 00:00:00,2020-04-18 00:00:00,-59.25978;13.14086,Follow-up 2023
8600,HF-6632,Mitchell-Perez Infirmary,clinic,bed,353,St. James,2021-11-01 00:00:00,2021-06-07 00:00:00,13°13′5″N 58°43′54″W,Reinspection due
8601,06633,Cortez-Pierce (St.),community health centre,unknown,85,St. Lucy,2018-01-19 00:00:00,2020-10-25 00:00:00,"-58.95582, 13.23495",Needs upgrade
8603,e3c8d2,Ward-Lynch,clinic,bed,272,St. George,2024-11-15 00:00:00,2020-04-15 00:00:00,13°15′39″N 59°2′9″W,Loved it
8606,#6637,Bauer-Mitchell Hosp.✨,hospital,bed,331,St. Lucy,2018-03-01 00:00:00,2021-11-27 00:00:00,"-59.25813, 13.26115",Needs upgrade
8608,#6639,Smith and Sons Clinic (St),hospital,bed,247,St. Andrew,2019-12-27 00:00:00,2025-02-05 00:00:00,unknown,Follow-up 2023
8609,6639,Smith and Sons Clin. (St),hospital,bed,247,St. Andrew,2019-12-27 00:00:00,2025-02-05 00:00:00,unknown,Follow-up 2023
8610,#6640,Cabrera-Ross Health Centre,clinic,unknown,19,St. James,2017-04-13 00:00:00,2025-08-03 00:00:00,POINT(-59.23678 12.89686),Needs upgrade
8613,b41ff9,Bradford-Harper Clinic,clinic,unknown,400,St. Lucy,2020-09-15 00:00:00,2019-08-28 00:00:00,"12.99707, -59.18829",unknown
