facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
,Johnson-Brown Medical Center,Clinic,ten beds,St Joseph,32/13/99,20240118,POINT(-59.04913 13.01398),
,Johnson-Brown Medical Center,Clinic,ten,ST JOSEPH,32/13/99,20240118,POINT(-59.04913 13.01398),
HF-6304,Casey and Sons 🏥 (St.),Health Centre,ten beds,St. Andrew ,15 Apr 2025,06 Jun 2020,"-58.85762, 12.78725",
ece65d,"Garcia, Collins and Mcintyre",Clinic🌡️,103 patients,hpesoJ .tS,December 20 2024,23-11-22,POINT(-59.29963 12.84405), 
35fbfa,Trevino PLC Polyclinic,CHC,439 patients,st. john,21 Dec 2021,March 18 2024,"-58.75617, 13.16087",Good
HF-6307,"Hughes, Bautista and Wilson (ST.)",Hosp.,149,ST. JOSEPH,03/12/17,20230103,13°9′55″N 59°3′23″W,
fb5429,Jenkins Group Hosp.,Community Health Centre,156 patients,egroeG .tS,20181006,November 03 2018,POINT(-59.14076 13.09934),
06309,Lester Inc,Hospital,420 capacity,St. James Parish,November 10 2021,20251126,-59.13600;13.05496,♥
,"Burke, Valdez and Casey Health Centre",CHC,,St.Michael,20160813,18 Aug 2025,POINT(-58.93810 12.78103),Reinspection due
b15189,Jackson-Patterson,,N/A,ST. JAMES,16/10/22,22 Jul 2018,POINT(-59.12591 13.09802),-
HF-6312,Hall and Sons (St),Community Health Ctr.,290 beds,St James,2017-01-12,20220512,12°55′40″N 58°55′31″W,Good
2e8d92,"Barnes,-Odonnell-and-Peters Hospital (St.)",Community Health Centre,91 capacity,St. Peter Parish,20201211,13-05-20,-59.24052;13.06183,-
2e8d92,"Barnes,-Odonnell-and-Peters Hospital (St.)",Community Health Centre,91 capacity,St. Peter Parish,20201211,13-05-20,-59.24052;13.06183,-
#6314,"Wood, Woods and Wood (semaJ)",Clinic🌡️,ten beds,semaJ .tS,29-07-18,December 01 2020,N/A,Reinspection due
#6314,"Wood, Woods and Wood (semaJ)",Clinic🌡️,ten beds,SEMAJ .TS,29-07-18,December 01 2020,N/A,Reinspection due
HF-6315,"Delgado, Fox and Clay Hosp. (St)💊",Clinic,239 capacity,St James,20250824,11 Jan 2023,-58.84009;13.04495,♥
1c1afe,"Porter, Reyes and Haynes (werdnA)",Polyclinic 🏥,unknown,werdnA .tS,August 08 2019,September 23 2019,"13.14032, -59.24666",Follow-up 2023
06317,Herrera-Krueger (St.),CHC,200 beds,St. Lucy,29 Jan 2023,2020-06-23,12°47′15″N 59°9′22″W,-
#6318,Dean Inc Infirmary (St.),Hosp.,97 bed,St. John,2022-04-01,24 Nov 2022,"-59.01962, 13.07882",Good
6318,Dean Inc Infirmary (St.),Hosp.,97 bed,ST. JOHN,2022-04-01,24 Nov 2022,"-59.01962, 13.07882",Good
NULL,Fernandez-Poole Hospital,Community Health Centre,310,St. Michael,2022-08-19,January 23 2019,-58.91822;13.01407,Good
06320,Mcgee-Ortiz,Clinic,189 capacity,st. joseph,13-06-24,2018-06-18,"-58.92240, 13.15984",Follow-up 2023
6321,Hill LLC Hosp.,Polyclinic 🏥,283 patients,St. James ,2019-11-29,23/03/21,-59.21511;13.02011,Reinspection due
06322,"Harmon, Henderson and Joseph Hosp. (St.)",Polyclinic,381 patients,St. James Parish,25/08/16,January 22 2022,POINT(-59.09422 13.18462),Follow-up 2023
#6323,"Anderson, Blair and Wagner Infirmary",Health Ctr.,14 capacity,egroeG .tS,17 Feb 2018,09 Apr 2023,13°16′3″N 59°1′29″W,♥
HF-6324,"Hamilton, King and Noble",Clinic🌡️,16 bed,St. Michael,20250816,20190307,"12.89135, -58.76193",Follow-up 2023
00727e,Watkins-Wyatt Medical Center,Hosp.,44 beds,St.Joseph,05-02-17,16-09-23,"-58.73128, 12.75318",Reinspection due
00727e,Watkins-Wyatt Medical Center,Hosp.,44,St.Joseph,05-02-17,16-09-23,"-58.73128, 12.75318",Reinspection due
NULL,Wallace-Gomez 🏥,Polyclinic 🏥,198 patients,st. peter,February 13 2019,2018-04-23,13°6′18″N 58°54′8″W,Good
34e24e,"Arroyo, Lee and Ford Medical Center",CHC,N/A,ST. ANDREW,29-03-16,17/05/18,-58.73343;12.73776,Good
34e24e,"Arroyo, Lee and Ford Medical Center",CHC,N/A,ST. ANDREW,29-03-16,17/05/18,-58.73343;12.73776,Good
,Petty-PLC 🏥 (St.),Hospital,,St. Lucy Parish,October 16 2020,28/12/20,13°1′23″N 59°6′28″W,
,Petty-PLC 🏥 (St.),Hospital,,St. Lucy Parish,October 16 2020,28/12/20,13°1′23″N 59°6′28″W,
06329,Wyatt-Wright (St.George),Hospital,,St.George,03-08-18,July 03 2019,"-59.08491, 12.99109",Follow-up 2023
094f3f,"Reeves, Johnson and Hall Polyclinic",Polyclinic,ten beds,Christ Church,12 Jun 2016,May 03 2020,-59.09445;12.90729,Follow-up 2023
#6331,"Russell,-Wallace-and-Hall 🏥",Polyclinic 🏥,unknown,Christ Church ,21/12/19,20220120,-58.88499;12.88893,♥
#6331,"Russell,-Wallace-and-Hall 🏥",Polyclinic 🏥,unknown,Christ Church ,21/12/19,20220120,-58.88499;12.88893,♥
NULL,"Jones, Miller and Rodriguez Hosp.©",Health Centre,275,St George,2021-02-25,02-07-19,12°43′46″N 59°7′47″W,♥
6333,"Cox, Miles and Reeves",Clinic,144 patients,st. james,21-06-25,14 Feb 2018,"-59.25242, 13.03939",
6333,"Cox, Miles and Reeves",Clinic,144 patients,st. james,21-06-25,14 Feb 2018,"-59.25242, 13.03939",
#6334,"Hall, Parker and Miller",CHC,468 cots,ST. JOSEPH,2022-10-12,02/11/21,"-58.89223, 12.93881",♥
#6334,"Hall, Parker and Miller",CHC,468 cots,ST. JOSEPH,2022-10-12,02/11/21,"-58.89223, 12.93881",♥
6335,"Roth, Johns and Lopez Infirmary",Clinic🌡️,171 cots,reteP .tS,2025-03-03,30/08/19,-59.03299;13.19078,Follow-up 2023
5bfaf6,Stevens-Dean Health Centre (St.),Health Centre,97 bed,St. Peter,20220119,20231127,"-58.78680, 12.76131",Good
HF-6337,Ball-Scott Medical Center,,474 capacity,St. Peter,24 Dec 2024,12 Jan 2019,POINT(-59.12291 12.94350),
NULL,"Taylor, Harrison and Ortega Polyclinic (St.Andrew)",Community Health Ctr.,,St.Andrew,April 19 2019,22-01-23,N/A,-
,Edwards-LLC Infirmary,Community Health Ctr.,ten beds,st. michael,2023-03-28,04-09-21,N/A,Follow-up 2023
,Edwards-LLC Infirmary,Community Health Ctr.,ten beds,st. michael,2023-03-28,04-09-21,N/A,Follow-up 2023
#6340,"Miller, Jones and Gates 🏥",Community Health Ctr.,136 bed,Christ Church ,20180318,2018-07-18,-59.10421;13.20599,Follow-up 2023
,Martinez-Miller 🏥,Health Ctr.,248 patients,St. Joseph Parish,21 Mar 2020,2020-08-09,"-58.74196, 13.12053",Needs upgrade
,Martinez-Miller 🏥,Health Ctr.,248 patients,St. Joseph Parish,21 Mar 2020,2020-08-09,"-58.74196, 13.12053",Needs upgrade
,"Sexton, Moore and Lyons Medical Center",Community Health Centre,,christ church,20231220,January 01 2018,N/A, 
06343,"White, Cisneros and Thomas Polyclinic (St.)",Polyclinic 🏥,118 patients,St. Lucy ,02/09/24,30 Oct 2020,POINT(-59.13383 13.29168),Reinspection due
06343,"White, Cisneros and Thomas Polyclinic (St.)",Polyclinic 🏥,118 patients,St. Lucy ,02/09/24,30 Oct 2020,POINT(-59.13383 13.29168),Reinspection due
06344,Ross-Group Polyclinic,Clinic,466 patients,ST. JOHN,20250417,2022-11-23,"-59.20744, 12.76775",Good
06344,Ross-Group Polyclinic,Clinic,466 patients,ST. JOHN,20250417,2022-11-23,"-59.20744, 12.76775",Good
6345,Coleman and Sons Clinic,Clinic,unknown,st. andrew,19-03-22,12-10-19,13°12′46″N 58°52′31″W,Good
,Scott PLC Hosp.,Hospital,unknown,ycuL .tS,May 16 2016,August 04 2021,-59.17736;13.26530,Follow-up 2023
NULL,"Scott, Owens and Watkins Hosp. (St.)",Community Health Centre,208 bed,St. Joseph ,2022-04-23,18 Jan 2024,"12.74358, -58.72176",-
NULL,"Dunn,-Miller-and-Smith Health Centre",Health Ctr.,15 bed,CHRIST CHURCH,December 12 2017,2019-10-18,13°16′44″N 59°17′26″W, 
NULL,"Dunn,-Miller-and-Smith Health Centre",Health Ctr.,15 bed,CHRIST CHURCH,December 12 2017,2019-10-18,13°16′44″N 59°17′26″W, 
6349,Bowen-Hill Hosp.,Polyclinic,475 bed,St. Michael ,2018-03-12,13/09/21,-59.01129;12.93523,Reinspection due
HF-6350,"Mccann, Dixon and Webb Hosp.",Polyclinic 🏥,ten beds,st. peter,17/03/18,07-08-25,N/A,
HF-6350,"Mccann, Dixon and Webb Hosp.",Polyclinic 🏥,ten beds,st. peter,17/03/18,07-08-25,N/A,
06351,Newman-Wade Hosp.,Health Centre,,ST. ANDREW,20/01/22,20231228,N/A,Reinspection due
4a1284,"Collins, Jacobs and Williams Polyclinic",Community Health Centre,243Beds,St.James,23 Feb 2025,20190731,-58.82192;13.19675,Follow-up 2023
10c541,"Hooper, Johnson and Duran Medical Center",,322 patients,St.Joseph,21/12/23,17 Jan 2025,"13.15210, -58.74034",Follow-up 2023
06354,Howard Ltd Hospital,,268 patients,ST. GEORGE,20180920,2022-11-14,"12.82379, -59.00067",♥
,French PLC Polyclinic (Christ),Clinic🌡️,195 patients,Christ Church,17/09/23,03-09-18,"13.03551, -59.22320",Reinspection due
6356,"Sharp, Turner and Sullivan (ChristChurch)",Hosp.,65 capacity,ChristChurch,2025-11-12,20 Dec 2023,N/A,♥
#6357,Poole Inc,Clinic🌡️,259,ST. JOHN,20210804,28 Oct 2025,POINT(-59.19644 13.27294),♥
,Hendricks-Patton Clinic (st.),Health Centre,55 patients,st. george,20180629,30-06-23,-59.10572;12.70414,
,Hendricks-Patton Clinic (st.),Health Centre,55 patients,ST. GEORGE,20180629,30-06-23,-59.10572;12.70414,
633fd7,"Phillips, Stuart and Perez 🏥",CHC,unknown,St. Andrew ,06/07/16,20200109,N/A, 
,Holmes Inc Clinic (St.)©,Hospital,484 patients,St. George ,November 24 2024,23-11-22,12°51′55″N 59°7′7″W,♥
,Holmes Inc Clin. (St.)©,Hospital,484 patients,St. George ,November 24 2024,23-11-22,12°51′55″N 59°7′7″W,♥
,"Barnett, Gordon and Davis Medical Center (St.)",Hosp.,248 patients,St. George,23-06-20,17 Oct 2018,13°2′10″N 58°57′37″W,♥
,Livingston-Lara,Community Health Centre,191 beds,St. Joseph Parish,16/04/23,23-01-21,12°54′3″N 59°9′6″W,Reinspection due
NULL,Mora Group Clinic,Health Centre,388,Christ Church Parish,09-05-24,2021-03-03,POINT(-58.83262 12.71960),Reinspection due
NULL,Irwin-Solis (St.)💊,Polyclinic 🏥,N/A,St. Andrew,24 Sep 2025,02 Sep 2024,12°43′28″N 58°55′41″W,
6365,Martinez PLC Hospital (St.),,66 bed,St. Peter Parish,2022-01-19,13/05/23,POINT(-58.80450 13.17630),Reinspection due
,Rivas-Kennedy Polyclinic (St),Clinic🌡️,499 cots,St Peter,10/07/24,29-06-19,-58.88494;13.21966,Follow-up 2023
06367,Williams Group Hospital (St.),Hospital,279 bed,St. Peter,06 Feb 2017,20181124,"13.09194, -59.11975",♥
NULL,Griffith-Brown Clinic (christ),Health Centre,422 beds,christ church,06 Jul 2020,06 Dec 2022,12°45′44″N 59°1′51″W,Reinspection due
NULL,Gordon PLC Infirmary,Clinic,N/A,christ church,20170622,2019-04-24,13°2′53″N 59°4′46″W, 
,Howe LLC Health Centre (St),Hosp.,346 capacity,St James,22/09/18,20201116,"-58.84537, 12.86546",♥
06371,Burton-Hunter Health Centre,,ten beds,nhoJ .tS,07 Jul 2019,03/06/24,-59.18260;13.28026,Follow-up 2023
06372,Williamson-White Hosp.,Clinic,,St George,20210404,01 Jul 2018,-59.17600;13.08596,Good
HF-6373,Gardner LLC 🏥 (ChristChurch),,unknown,ChristChurch,March 02 2023,17/04/19,POINT(-59.07841 13.22402),Reinspection due
#6374,"King, Torres and Mclaughlin Hospital",Community Health Ctr.,351 cots,reteP .tS,20171014,23 Jan 2021,-58.82364;12.72279,Reinspection due
HF-6375,Mitchell-Jones Hosp.,Clinic,449Beds,ST. JOSEPH,October 05 2019,08/05/21,-59.21696;12.75461,♥
#6376,Ward-Campbell (St)💊,Clinic🌡️,70 bed,St George,05 Jun 2019,27 Dec 2021,POINT(-58.85172 12.97733), 
NULL,Allen-Davis Hosp.,Hosp.,N/A,hcruhC tsirhC,February 15 2019,February 07 2025,13°11′9″N 58°43′33″W,-
73ca50,"Harrison, Morris and Perez Health Centre (St.)",Polyclinic 🏥,,St. Michael,20180903,19 Jun 2020,POINT(-58.78074 12.83250),Follow-up 2023
#6379,Reed-Bell Clinic (christ)✨,Clinic🌡️,426Beds,christ church,29/12/23,2018-02-14,POINT(-58.80303 13.21835),Good
#6380,"Miller, Cantu and Fox Hospital
NewLine",Hosp.,486,St. James Parish,May 28 2016,2022-04-06,"13.10604, -59.04169",
,"Nash, Diaz and Hill Health Centre",,120 bed,St.Lucy,29 Aug 2017,January 18 2022,"13.07017, -58.82614",Follow-up 2023
#6382,Green-Miller,Polyclinic,N/A,St.Michael,02 Jul 2025,2023-04-20,"-58.87230, 12.91443",
#6382,Green-Miller,Polyclinic,N/A,St.Michael,02 Jul 2025,2023-04-20,"-58.87230, 12.91443",
NULL,Harrell-Nguyen Hospital (St),Community Health Centre,460Beds,St George,2024-07-26,31/03/25,-59.16699;13.26768,Follow-up 2023
NULL,Harrell-Nguyen Hosp. (St),Community Health Centre,460Beds,ST GEORGE,2024-07-26,31/03/25,-59.16699;13.26768,Follow-up 2023
06384,Gutierrez PLC Hosp. (St.John)✨,Hosp.,80,St.John,2020-02-27,July 18 2022,13°15′23″N 58°54′55″W,Good
3397f8,Nash and Sons Infirmary (ST.),,N/A,ST. MICHAEL,2022-01-04,2023-08-24,"13.14152, -59.07052",
NULL,"James,-Hardy-and-Turner Hospital (christ)",Clinic🌡️,213 capacity,christ church,January 28 2022,2020-04-22,"-58.94471, 12.95914", 
NULL,"James,-Hardy-and-Turner Hosp. (christ)",Clinic🌡️,213 capacity,christ church,January 28 2022,2020-04-22,"-58.94471, 12.95914", 
#6387,"Sullivan, Burns and Orozco Health Centre",,412 patients,St. John Parish,2024-08-13,08/12/24,-59.15140;12.91929,♥
#6387,"Sullivan, Burns and Orozco Health Centre",,412 patients,ST. JOHN PARISH,2024-08-13,08/12/24,-59.15140;12.91929,♥
NULL,Baker-Orr Medical Center,,unknown,ST. MICHAEL,13-09-19,20201128,"-59.04363, 12.77681",Follow-up 2023
6389,Lee LLC 🏥,Hosp.,ten beds,St.John,02/02/20,May 23 2018,"-59.23379, 12.70641",♥
6389,Lee LLC 🏥,Hosp.,ten beds,St.John,02/02/20,May 23 2018,"-59.23379, 12.70641",♥
755fc0,Hernandez-Smith Health Centre (St.Michael),Polyclinic,274 patients,St.Michael,May 09 2025,2022-12-30,"-58.99404, 13.29545",
6391,Fowler-Perez,,126Beds,St Peter,13/09/21,July 06 2024,N/A,Reinspection due
6392,"Snyder Group Medical Center (St.Michael)
NewLine",Community Health Ctr.,unknown,St.Michael,28-06-25,March 14 2020,N/A,Follow-up 2023
bec84b,Johnson and Sons Infirmary,Hospital,unknown,ST. MICHAEL,December 16 2017,20190601,12°59′17″N 59°9′10″W,
bec84b,Johnson and Sons Infirmary,Hospital,unknown,ST. MICHAEL,December 16 2017,20190601,12°59′17″N 59°9′10″W,
HF-6394,"Thomas, Robbins and Stein Infirmary",Polyclinic,,St.George,2022-12-13,02-06-25,"-58.92590, 12.70072", 
6395,Hudson-Hogan (St.),,N/A,St. Lucy,December 20 2022,10/10/18,"12.92615, -58.78355",♥
d03323,Martin-Ltd Hosp.,Community Health Ctr.,46 patients,st. john,10 Sep 2024,04 Jun 2018,"-58.75536, 12.70108",
HF-6397,"Williams,-Watson-and-Cummings Health Centre",,255 bed,St.John,11/12/19,05/08/22,N/A,-
NULL,Porter Inc Health Centre (St.Peter),Polyclinic,253 bed,St.Peter,2022-02-12,28/12/22,POINT(-58.84061 13.16325),-
#6399,Poole-and-Sons,Hospital,58,ST. JOSEPH,01 May 2020,31 Mar 2022,"13.08255, -58.94135",
HF-6400,Nelson PLC Infirmary,Health Centre,421 bed,st. joseph,2017-01-01,20-01-25,"12.77267, -58.99211",-
,"Rangel, Bishop and Taylor Medical Center (St.)",Community Health Ctr.,ten beds,St. Lucy ,26/09/20,July 09 2025,12°52′21″N 59°14′52″W,Follow-up 2023
,"Montoya, Cole and Scott Hosp.",Community Health Centre,199 patients,St John,23/07/20,15-02-22,"-59.09158, 13.01903",Needs upgrade
6403,Ramos-Alvarado Infirmary (St),Hospital,unknown,St James,2025-12-24,November 26 2018,POINT(-59.13651 13.15019), 
6403,Ramos-Alvarado Infirmary (St),Hospital,unknown,St James,2025-12-24,November 26 2018,POINT(-59.13651 13.15019), 
HF-6404,Wiley-Walker Infirmary,Hosp.,unknown,hcruhC tsirhC,12-10-19,April 19 2022,12°42′48″N 58°55′26″W,
6405,"Williams, Cannon and Smith",Clinic,127 patients,ST. ANDREW,14 Jan 2016,20201217,-59.03159;12.72451,Good
HF-6406,"Anderson, Chambers and Harvey Health Centre",Polyclinic 🏥,ten beds,St. Michael Parish,July 28 2017,20191104,POINT(-58.95100 13.13175),
HF-6406,"Anderson, Chambers and Harvey Health Centre",Polyclinic 🏥,ten,St. Michael Parish,July 28 2017,20191104,POINT(-58.95100 13.13175),
06407,Sanders Ltd Health Centre (St.),,N/A,St. James ,2019-02-10,20 Aug 2021,"-59.19553, 12.94648",Good
06408,"Lamb, Brown and Morales Polyclinic",,151Beds,St. James ,July 11 2019,01/11/23,13°3′55″N 59°0′32″W,-
6508d7,"Santiago, Hunter and Smith",Polyclinic 🏥,4 bed,St. James ,20200707,2023-03-28,"12.88436, -58.81698", 
,Hill-Hayes,Community Health Ctr.,,St. Peter ,16-01-17,20250729,N/A,Reinspection due
,Hill-Hayes,Community Health Ctr.,,ST. PETER ,16-01-17,20250729,N/A,Reinspection due
HF-6411,Fitzpatrick and Sons Medical Center (St.),Polyclinic 🏥,,St. George,2023-04-18,02-03-21,"-59.18238, 12.98557",Needs upgrade
#6412,"Wheeler, Martinez and Smith Health Centre💊",Community Health Centre,N/A,ST. JOHN,April 18 2023,20191224,N/A,
6413,Barry-Livingston (St),Community Health Centre,,St Joseph,28/02/25,09-06-22,"-59.29705, 13.00060",
#6414,"Savage, Taylor and Powell (St.John)",Polyclinic 🏥,2,St.John,02-11-25,04-06-24,"13.27702, -59.19483", 
#6414,"Savage, Taylor and Powell (St.John)",Polyclinic 🏥,2,St.John,02-11-25,04-06-24,"13.27702, -59.19483", 
#6415,"Kline, Conner and Hudson Infirmary (st.)",Community Health Ctr.,396 bed,st. john,July 14 2023,03/10/23,POINT(-58.73166 12.92052),-
#6416,Johnson-Drake Clinic,Clinic🌡️,83 patients,St.George,03-02-24,12/04/18,N/A,-
14ce76,"Buchanan, Martin and Estes Hospital (St.)",Health Ctr.,398Beds,St. Peter,2018-02-03,20220226,"-59.26105, 12.70816", 
14ce76,"Buchanan, Martin and Estes Hospital (St.)",Health Ctr.,398Beds,St. Peter,2018-02-03,20220226,"-59.26105, 12.70816", 
HF-6418,"Johnson, Baker and Ayers Infirmary (st.)",CHC,69 cots,st. james,05 Jan 2021,20250206,"13.15111, -58.91063", 
NULL,"Bishop,-Porter-and-Sellers 🏥",Polyclinic,ten beds,ST. PETER,20170629,2022-03-01,"-58.99418, 12.73158", 
,Skinner-Perry,CHC,285 bed,St.James,17-03-18,08 Apr 2022,-58.87476;12.92166,♥
6421,"Jackson-Jackson Clinic (St)
NewLine",Clinic🌡️,33 cots,St George,14/03/23,July 20 2025,-58.71450;12.71510,♥
NULL,"Burnett, Johnson and Salinas Infirmary (St.Joseph)",Clinic🌡️,unknown,St.Joseph,20210309,12 Jan 2022,POINT(-58.98350 12.76198),Good
6423,Dougherty-Nash Hospital,Community Health Ctr.,ten beds,St.James,May 18 2018,02 Oct 2024,"-58.96964, 13.24915",♥
6423,Dougherty-Nash Hosp.,Community Health Ctr.,ten beds,St.James,May 18 2018,02 Oct 2024,"-58.96964, 13.24915",♥
06424,Calhoun-Bradshaw,Polyclinic 🏥,219 bed,reteP .tS,May 05 2021,20220122,"-58.77102, 13.06474", 
NULL,Flores-Harmon Hospital,Hosp.,235 capacity,ST. PETER,20160413,2021-11-12,"-59.04990, 13.00998",
HF-6426,"Quinn,-Washington-and-Fisher Clinic (St.Andrew)",Community Health Centre,161,St.Andrew,2023-04-10,11 Dec 2024,-59.26563;13.22229,♥
HF-6426,"Quinn,-Washington-and-Fisher Clinic (St.Andrew)",Community Health Centre,161,ST.ANDREW,2023-04-10,11 Dec 2024,-59.26563;13.22229,♥
NULL,"Ramos,-Smith-and-Moore Health Centre (St.)",Community Health Ctr.,N/A,St. Peter Parish,10 Dec 2019,26/07/18,"-59.06649, 12.87599",♥
3412c6,Cooley-Morton Polyclinic (ST.),Clinic,314,ST. ANDREW,11 Mar 2017,2020-05-28,13°14′5″N 58°54′10″W,
#6429,Holt-Jordan Health Centre (st.),,,st. george,21-07-20,19/10/20,POINT(-59.29744 12.85137), 
dc8602,Powell-Johnson (St.Joseph),CHC,328 cots,St.Joseph,07/04/19,2019-08-26,-59.10285;12.91183,Follow-up 2023
NULL,Gardner-Owens Medical Center,Hospital,353 cots,reteP .tS,November 24 2020,December 02 2022,"-58.96360, 12.96937",-
NULL,Gardner-Owens Medical Center,Hospital,353 cots,RETEP .TS,November 24 2020,December 02 2022,"-58.96360, 12.96937",-
HF-6432,Herrera LLC Polyclinic,CHC,130 bed,St.George,20220408,20191230,-58.75601;12.88132,Reinspection due
HF-6432,Herrera LLC Polyclinic,CHC,130 bed,St.George,20220408,20191230,-58.75601;12.88132,Reinspection due
e90295,"Stout, Davis and Riley (St.John)",Health Centre,ten beds,St.John,20170623,23-01-22,13°5′16″N 58°56′3″W,Needs upgrade
06434,Dixon Inc Clinic,Clinic🌡️,390 patients,St. John,2016-01-14,2018-01-06,"13.04479, -59.08096",Follow-up 2023
HF-6435,Holland Group Polyclinic,Community Health Ctr.,164 cots,St.Andrew,March 07 2016,July 16 2021,12°43′34″N 58°53′3″W,♥
NULL,Deleon Ltd,CHC,N/A,christ church,20/04/19,20250204,N/A,
NULL,Deleon Ltd,CHC,N/A,christ church,20/04/19,20250204,N/A,
#6437,Baker Group Hospital,Community Health Ctr.,N/A,christ church,May 25 2022,20200807,-59.08520;13.29055,Reinspection due
NULL,"Green, Cooper and Moyer Health Centre (St.Lucy)",Community Health Ctr.,ten beds,St.Lucy,March 19 2024,27/09/24,-59.16577;13.06504,Needs upgrade
HF-6439,Marsh-Eaton Polyclinic (werdnA),Health Centre,unknown,werdnA .tS,2018-08-21,32/13/99,POINT(-59.24864 13.18241),
NULL,Olson and Sons Hosp.,Clinic🌡️,113 cots,St. Joseph ,11-12-22,September 13 2025,N/A,Needs upgrade
NULL,"Butler, Walker and Simon Hosp. (ST.)",Clinic🌡️,322 beds,ST. PETER,20180710,20220820,"13.23431, -58.70815", 
#6442,Pugh-PLC,Clinic🌡️,284 cots,St. George,2023-02-10,2020-02-15,"-59.10201, 12.95287",
HF-6443,Martinez-Simon Hospital,Hospital,477 patients,St. Michael ,2019-08-21,18 Nov 2025,-58.74970;13.08914,Reinspection due
06444,Martin-Mcdonald Hosp.,Hospital,ten beds,St. James ,21 Sep 2018,31/07/25,POINT(-58.70331 13.28342),♥
06444,Martin-Mcdonald Hosp.,Hospital,ten beds,St. James ,21 Sep 2018,31/07/25,POINT(-58.70331 13.28342),♥
6445,Wilson Group Hospital,Community Health Ctr.,ten beds,nhoJ .tS,June 30 2023,December 15 2020,POINT(-58.83096 13.10652),Needs upgrade
HF-6446,Wright-Pugh Medical Center,Community Health Ctr.,489 capacity,hpesoJ .tS,08/05/18,2018-04-25,POINT(-58.89921 13.04593),
#6447,Newton LLC Health Centre,CHC,222 patients,ST. GEORGE,24 Mar 2017,2018-05-29,"12.76244, -58.89741",Reinspection due
6448,Kim LLC Health Centre,,,ST. JOSEPH,19-03-16,29 Jun 2020,13°14′20″N 59°4′45″W,♥
6449,"Weiss, Gomez and Galvan Health Centre",Hospital,29 bed,St. John,06-07-24,28-05-25,N/A,
6450,Gill LLC Health Centre,Clinic🌡️,432 beds,St James,October 04 2024,17 Jun 2018,-58.76390;12.93231,Needs upgrade
